id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
102540,181,half-true,Classical ML tools always simplify debugging when used with AI-driven coding support.,classical ML algorithms and AI-driven coding support,"Mixes truth and error: classical ML is well-documented and aids drafting, but unlimited tools can complicate debugging.","machine-learning,classification,evaluation",4,Classical Machine Learning
102541,181,TRUE,Classical ML algorithms are well-documented and suitable for AI-driven coding support.,classical ML algorithms and AI-driven coding support,"Passage explicitly states classical ML are stable, well-documented, and fit for AI-driven coding support.","machine-learning,classification,evaluation",4,Classical Machine Learning
102542,181,mostly-true,Classical ML algorithms are well-suited for AI-driven coding support but still require human oversight.,classical ML algorithms and human-in-the-loop usage,"Passage supports suitability and notes essential human oversight, omitting potential tool limits and debugging complications.","machine-learning,classification,evaluation",4,Classical Machine Learning
102543,15,TRUE,Supervised learning trains models on labeled restaurant reviews to predict sentiment labels.,dataset of restaurant reviews and labeled examples,Directly described: models learn patterns from labeled reviews to classify tone as positive or negative.,"machine-learning,classification,evaluation",4,Classical Machine Learning
102544,15,TRUE,Supervised learning can train a model to classify restaurant reviews as positive or negative.,sentiment classification of restaurant reviews (labeled dataset),Directly supported by passage describing labeled examples and model learning to predict review tone.,"machine-learning,classification,evaluation",4,Classical Machine Learning
102545,15,half-true,Supervised classifiers always achieve high accuracy when trained on labeled review datasets.,supervised learning on restaurant reviews dataset,"Overstates performance: passage says supervised learning shines with plenty of reliable labels, but not guaranteed high accuracy due to model or data limitations.","machine-learning,classification,evaluation",4,Classical Machine Learning
102546,58,pants-fire,A Transformer model always achieves perfect sentiment classification on any sentence.,sentiment-analysis pipeline using DistilBERT transformer,"Directly contradicts example probabilities; model outputs probabilistic labels, not perfect certainty.","neural-networks,cnn,transformers",6,Neuron Building Blocks
102547,58,half-true,DistilBERT-based sentiment pipelines always correctly capture full sentence context for sentiment classification.,Hugging Face Transformers sentiment-analysis pipeline using DistilBERT,Mixes truth and error: DistilBERT pipelines model context but can miss nuances and sometimes misclassify.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
102548,58,half-true,DistilBERT always correctly detects sentence-level sentiment across varied phrasings and contexts.,sentiment-analysis pipeline using DistilBERT from Hugging Face Transformers,"Model often works but examples show context-sensitive failures and probability variability, overstating certainty.","neural-networks,cnn,transformers",6,Neuron Building Blocks
102549,47,barely-true,"Hugging Face's open-source community single-handedly guarantees rapid, flawless AI model innovation worldwide.","Hugging Face community, 250,000 models and 50,000 datasets",Overstates community role and certainty; passage cites large contributions but not sole or flawless guarantee.,"open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
102550,47,half-true,Hugging Face's open-source community mixes global collaboration with overstated scale claims about models and datasets.,"Hugging Face community, models and datasets counts","Accurate about global collaboration and mission, but numerical counts are presented as possibly exaggerated or outdated.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
102551,47,pants-fire,Hugging Face single-handedly created all open-source AI models worldwide.,Hugging Face community and dataset/model counts,"Contradicts passage specifics: passage credits global collaborative contributions and cites 250,000 models and 50,000 datasets, not single-handed creation.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
102552,26,FALSE,Pandas DataFrames were invented in 2018 for handling image datasets in deep learning.,Pandas DataFrame usage and origin,"Contradicts origin year and purpose: created by Wes McKinney in 2008 for financial/tabular data, not 2018 or images.","ai,tool-chain,notebooks",2,AI Survival Kit
102553,26,barely-true,Pandas DataFrame was created by Wes McKinney in 2008 for large financial datasets.,tool: Pandas DataFrame development and history,"Partially accurate: McKinney did create Pandas for finance in 2008, but wording overstates singular intent and features.","ai,tool-chain,notebooks",2,AI Survival Kit
102554,26,mostly-true,Pandas DataFrame originated to handle large financial datasets and became core to modern data work.,tool Pandas DataFrame for data manipulation,"Supported by passage: McKinney created DataFrame for massive financial datasets, later popularized in Python for Data Analysis, minor caveat about other contributors omitted.","ai,tool-chain,notebooks",2,AI Survival Kit
102555,21,barely-true,AI agents always independently coordinate complex missions without human input.,agentic-ai missions and tools coordination,"Overreaches beyond passage: agents often collaborate and may use human guidance, not always independent.","agentic-ai,planning,tools",12,Agentic AI
102556,21,FALSE,AI agents operate solely as static prompts without decision-making or tool use.,"Agents and Tools, decision-making, retrieval",Contradicts claim that agents incorporate decision-making and use tools for retrieval and task execution.,"agentic-ai,planning,tools",12,Agentic AI
